brsp,gtto,lasp,sags,sath,vesp,x,y
0,0,189,0,0,1,-109.38333,38.45
85,0,17,0,0,8,-113.7944189,41.8445587
18,0,13,0,0,0,-112.7760009,41.8927397
23,0,8,0,0,1,-113.1008299,40.7651227
116,0,10,0,0,0,-112.4806369,40.5999027
19,0,19,0,0,3,-111.3142929,40.6360057
17,0,5,0,0,1,-110.8925939,40.4606587
10,0,3,0,0,4,-109.0548549,40.5888487
0,0,19,0,0,7,-114.0008239,39.2237627
25,0,28,0,0,0,-112.0639489,39.6604917
0,0,37,0,0,10,-111.4426679,39.3222457
17,0,14,0,0,25,-110.6278609,39.6723067
8,0,2,0,0,23,-109.1242599,39.0819137
9,0,4,0,0,31,-113.3740539,39.0134257
134,0,8,0,0,0,-112.6055759,38.5160977
14,0,14,0,0,9,-111.5181729,38.3096747
0,0,7,0,0,1,-110.1670069,38.9815407
73,0,14,0,0,8,-109.4157869,38.1882837
10,0,15,0,0,0,-113.5482669,37.6616527
54,0,16,0,0,5,-112.4560459,37.3250947
6,0,4,0,0,0,-111.6654509,37.7695327
2,0,20,0,0,11,-109.5097889,37.9027647
0,0,1,0,0,3,-109.38558,38.447119
9,0,16,0,0,0,-110.62786,39.6723067
1,0,5,0,0,67,-110.62786,39.6723067
195,0,35,0,0,7,-111.2019889,41.2755777
164,0,13,0,0,61,-111.3275829,41.3279017
605,0,2,0,0,52,-111.1787939,41.2613107
8,0,14,0,0,69,-111.2935569,41.8244667
2,0,3,0,0,16,-111.5600429,41.8017747
35,0,4,0,0,0,-111.3184129,41.6398477
14,0,0,0,0,366,-112.0935439,37.6581737
4,0,2,0,0,411,-111.1629964,41.5241614
22,0,8,0,0,16,-111.0752778,41.6908333
2,0,13,0,0,2,-120.2118449,48.3550687
2,0,9,0,0,13,-119.8061899,48.0936267
0,0,0,0,0,17,-117.7774499,48.2905657
3,0,1,0,0,11,-119.2576519,47.0871717
41,0,0,0,0,192,-118.1453169,47.3399077
43,0,5,0,0,188,-117.9280779,47.7305767
92,0,7,0,0,492,-117.0559849,46.3417127
12,0,3,0,0,268,-120.25,45.9666667
2,0,3,0,0,235,-120.1732639,48.5091787
24,0,0,0,0,279,-119.2720569,48.7230457
65,0,9,0,0,113,-119.8794779,47.3151767
0,0,4,0,0,330,-118.8944699,47.7717347
7,0,60,0,0,0,-117.7335889,47.0760577
302,0,10,0,0,98,-120.5699539,46.9554377
5,0,3,0,0,175,-118.3682399,46.2373387
3,0,0,0,0,238,-119.6633299,48.7556407
1,0,0,0,0,463,-119.0176089,47.8444617
5,0,13,0,0,236,-118.1635439,47.1349527
2,0,0,0,0,102,-118.8059009,46.8220087
5,0,1,0,0,3,-117.5889669,46.4670167
0,0,1,0,0,4,-119.0483859,48.2241597
74,0,0,0,0,4,-119.6308899,47.6640047
40,0,0,0,0,9,-118.6865769,47.1305337
1,0,3,0,0,21,-120.4879609,46.6647347
0,0,0,0,0,2,-120.3554229,47.7506767
0,0,0,0,0,1,-120.6361239,46.7886997
2,0,0,0,0,0,-118.6507939,46.8232937
109,0,0,0,0,0,-120.5676569,46.9123947
2,0,0,0,0,0,-119.5076139,46.6870637
0,0,1,0,0,0,-119.4477159,46.3684517
1,0,0,0,0,0,-117.5205149,47.4050627
0,0,1,0,0,0,-117.5551299,48.4552107
3,0,0,0,0,3,-119.4460264,46.3715872
2,0,1,0,0,0,-119.4109939,46.3915681
180,0,0,0,0,0,-110.4156649,44.9160067
37,0,1,0,0,0,-109.1344079,44.4668237
8,0,9,0,0,9,-108.1427379,44.3749577
14,0,0,0,0,1,-107.98899,44.4079997
42,0,0,0,0,0,-106.7184519,44.7890327
19,0,5,0,0,0,-105.7139509,44.2045837
1,0,0,0,0,0,-110.6728979,43.9952427
9,0,0,0,0,1,-109.4431149,43.4174237
5,0,3,0,0,0,-108.4018859,43.2006597
176,0,2,0,0,1,-107.4300839,43.5968807
100,0,0,0,0,0,-106.8194119,43.2867827
36,0,0,0,0,1,-105.3936929,43.3976817
77,0,0,0,0,0,-104.4599459,43.3370757
129,0,1,0,0,2,-110.1608579,42.0737597
120,0,1,0,0,9,-109.2682039,42.4268457
312,0,0,0,0,0,-108.6225589,42.1794577
183,0,0,0,0,2,-107.4436569,42.8775297
113,0,0,0,0,0,-106.1200029,42.8691687
8,0,0,0,0,1,-105.85,42.7833333
326,0,1,0,0,1,-110.7646789,41.2728697
248,0,1,0,0,1,-109.8166667,41.15
132,0,1,0,0,0,-108.4298239,41.7025687
25,0,0,0,0,0,-107.3612059,41.0037197
50,0,0,0,0,2,-106.6531979,41.2001097
2,0,3,0,0,0,-105.2957379,41.1911807
2,0,0,0,0,1,-104.2862009,42.0167727
73,0,1,0,0,6,-110.7342539,44.8808077
57,0,0,0,0,327,-109.7260819,44.9304357
2,0,0,0,0,3,-109.1482929,44.8424287
38,0,0,0,0,0,-108.6212999,44.9692707
422,0,0,0,0,0,-110.7110669,43.6524547
0,0,0,0,0,0,-108.3517149,44.8406227
122,0,0,0,0,3,-108.7778939,44.0721817
21,0,1,0,0,0,-107.4513399,44.0342197
11,0,7,0,0,1,-107.2723989,44.9582907
5,0,2,0,0,0,-107.9620429,44.7990837
8,0,0,0,0,2,-106.9380789,44.3157337
64,0,14,0,0,3,-106.3520049,44.2167337
12,0,0,0,0,0,-106.1303939,44.6516797
6,0,1,0,0,2,-105.6623079,44.9497577
49,0,0,0,0,0,-105.3472599,44.6571037
20,0,1,0,0,0,-105.1623999,44.1055677
79,0,0,0,0,0,-104.7294539,44.0481767
0,0,1,0,0,43,-104.1354449,44.2432857
163,0,0,0,0,201,-111.0315169,43.1751987
12,0,1,0,0,342,-110.8569409,43.5440727
36,0,1,0,0,591,-109.6336139,43.5337167
25,0,0,0,0,176,-109.0314339,43.2704237
42,0,0,0,0,60,-108.7742309,43.0251777
1,0,0,0,0,151,-108.7150189,43.7078607
19,0,0,0,0,0,-108.2157059,43.7997187
98,0,8,0,0,220,-107.0216849,43.1052467
34,0,0,0,0,107,-107.6895359,43.2696147
35,0,1,0,0,129,-107.9682469,43.9788367
26,0,1,0,0,269,-106.2408909,43.3225607
32,0,0,0,0,55,-106.8707959,43.8837877
111,0,1,0,0,34,-106.1980599,43.6495507
11,0,1,0,0,71,-105.7044219,43.2814667
23,0,0,0,0,63,-105.7856829,43.7496367
92,0,1,0,0,162,-105.4089429,43.6430007
1,0,0,0,0,136,-104.2003559,43.4078737
58,0,1,0,0,1,-104.2464299,43.8503597
3,0,0,0,0,3,-104.9131849,43.9437317
67,0,0,0,0,5,-110.4963149,42.7688427
15,0,0,0,0,19,-110.8371659,42.4891207
62,0,6,0,0,4,-110.0009079,42.8832047
264,0,1,0,0,0,-109.6728209,42.8336867
227,0,0,0,0,0,-109.5205689,42.6916837
22,0,0,0,0,20,-109.4769749,42.0970487
20,0,4,0,0,5,-108.8392939,42.7370707
69,0,4,0,0,0,-108.1937259,42.6373937
238,0,0,0,0,0,-108.2040709,42.3149627
9,0,0,0,0,51,-107.5244369,42.8728707
297,0,0,0,0,40,-107.6910709,42.2318677
417,0,0,0,0,134,-107.4353169,42.1622097
130,0,0,0,0,102,-106.9904259,42.5664457
134,0,1,0,0,80,-106.5688169,42.2489347
203,0,3,0,0,181,-106.4130859,42.2409977
32,0,0,0,0,1,-105.8889389,42.4363077
9,0,4,0,0,3,-105.2973399,42.2169227
20,0,9,0,0,21,-105.0094609,42.7481737
5,0,1,0,0,2,-104.8825839,42.5511057
15,0,0,0,0,13,-104.41854,42.828263
0,0,1,0,0,1,-104.4550699,42.1325837
63,0,2,0,0,150,-110.5391999,41.7723627
106,0,3,0,0,8,-110.2636939,41.2656687
80,0,8,0,0,2,-109.6586379,41.6551307
105,0,0,0,0,0,-109.2247539,41.6573027
206,0,5,0,0,0,-109.1835779,41.5697327
13,0,1,0,0,86,-108.8401949,41.8899757
98,0,1,0,0,119,-107.9708859,41.6704617
216,0,0,0,0,59,-107.2656409,41.7349647
129,0,2,0,0,136,-107.6483229,41.1288187
31,0,8,0,0,53,-106.3898999,41.6851957
1,0,11,0,0,2,-106.1463019,41.0612707
30,0,10,0,0,0,-105.3417969,41.7782627
10,0,1,0,0,12,-105.5510869,41.9956527
12,0,7,0,0,58,-105.9513469,41.1540867
5,0,5,0,0,94,-104.9050749,41.2214507
4,0,2,0,0,4,-104.8219149,41.7563687
3,0,8,0,0,25,-104.1193009,41.2153307
57,0,2,0,0,51,-105.8112249,42.8372527
198,0,10,0,0,37,-109.5838619,41.3426037
49,0,1,0,0,1,-108.42982,41.7025687
7,0,0,0,0,0,-105.1751099,44.2499827
1,0,0,0,0,39,-104.3682667,44.9683375
0,0,0,0,0,4,-105.11005,43.386764
282,0,0,0,0,14,-110.4214479,42.8302007
16,0,1,0,0,2,-110.5805959,41.5877197
155,0,2,0,0,3,-109.7624669,41.7809847
19,0,3,0,0,1,-108.84019,41.8899757
1,0,10,0,0,0,-105.7138139,44.2045607
0,0,21,0,0,25,-110.6663889,43.9867047
9,0,20,0,0,1,-106.8654249,43.3735217
1,0,0,0,0,3,-104.5515289,43.7595987
56,0,0,0,0,38,-108.42982,41.7025687
48,0,2,0,0,11,-108.42982,41.7025687
44,0,3,0,0,19,-108.42982,41.7025687
0,0,3,0,0,5,-110.6666667,44.6666667
2,0,2,0,0,8,-110.4577709,44.7718717
0,0,0,0,0,23,-106.5844869,42.2416351
0,0,4,0,0,15,-138.52184,61.0129482
1,0,2,0,0,0,-134.73569,60.586
0,0,0,0,0,7,-135.26615,60.70657
0,0,0,0,0,0,-87.6041417,34.868688
0,0,0,0,0,3,-87.1912919,34.6386747
0,0,0,0,0,4,-87.7333333,34.8
0,0,2,0,0,0,-87.0592352,34.0297881
0,0,2,0,0,0,-86.4934089,34.2016687
0,0,1,0,0,0,-86.6855493,34.5012877
0,0,2,0,0,5,-86.2030371,34.8680404
0,0,5,0,0,0,-85.7110414,34.0278089
0,0,17,0,0,0,-85.9267589,34.3039507
0,0,17,0,0,2,-85.9258408,33.1913463
0,0,8,0,0,0,-85.7518379,33.6257237
0,0,8,0,0,17,-85.7511714,33.6076572
0,0,1,0,0,5,-86.1153789,33.8116977
0,0,10,0,0,1,-86.6010915,33.4549551
0,0,11,0,0,0,-86.8721632,33.6822947
0,0,1,0,0,80,-87.5888357,33.8481773
0,0,8,0,0,2,-87.0044623,33.5263185
0,0,25,0,0,0,-87,33.15
0,0,31,0,0,0,-88.1712189,33.4765537
0,0,47,0,0,6,-88.3172665,32.1307226
0,0,126,0,0,0,-87.8359539,32.2782397
0,0,29,0,0,1,-87.2158334,32.442715
0,0,53,0,0,0,-87.5153953,32.7846996
0,0,0,0,0,1,-86.2754989,32.1312407
0,0,2,0,0,5,-86.7017714,32.6594297
0,0,0,0,0,3,-86.1307777,32.5890245
0,0,2,0,0,3,-85.5530853,32.3116131
0,0,6,0,0,0,-85.2044589,32.8854647
0,0,40,0,0,0,-85.0626449,32.1473077
0,0,101,0,0,51,-85.5895835,31.3388298
0,0,17,0,0,1,-85.2112631,31.0081277
0,0,13,0,0,0,-85.8156189,31.7165541
0,0,3,0,0,0,-86.250378,31.5859083
0,0,108,0,0,2,-86.6131969,31.4439507
0,0,58,0,0,0,-86.8858316,30.9977072
0,0,15,0,0,1,-87.2090516,31.7399574
0,0,436,0,0,2,-87.8321999,31.0969767
0,0,46,0,0,0,-87.1203132,31.3180673
0,0,26,0,0,0,-88.3131441,31.632605
0,0,0,0,0,0,-88.1125479,30.2540327
0,0,0,0,0,0,-87.5183809,30.2818577
0,0,0,0,0,0,-87.6833489,30.3701137
0,0,1,0,0,0,-87.1007539,33.1156047
0,0,6,0,0,3,-86.6965489,33.5909437
0,0,0,0,0,1,-87.7621469,34.1311637
0,0,1,0,0,9,-86.4773569,34.3142387
0,0,1,0,0,0,-87.8205274,33.1379607
0,0,11,0,0,1,-88.1229309,32.6807827
0,0,16,0,0,0,-87.7643955,32.8055085
0,0,23,0,0,0,-86.7118894,32.3276808
0,0,11,0,0,27,-85.7164607,32.5816871
0,0,0,0,0,1,-88.38516,31.2926075
0,0,0,0,0,13,-87.7767179,31.7097587
0,0,0,0,0,0,-86.0994295,31.2223969
0,0,0,0,0,5,-85.6508719,31.6676037
0,0,0,0,0,11,-86.2574629,33.4572917
0,0,1,0,0,20,-87.3907904,34.4236313
0,0,5,0,0,153,-85.565583,34.5810567
0,0,2,0,0,55,-88.0092154,33.2811827
0,0,5,0,0,6,-87.4241383,33.2638251
0,0,3,0,0,222,-86.4457647,33.718519
0,0,3,0,0,39,-85.4680639,33.9282957
0,0,3,0,0,34,-87.5381089,32.4128107
0,0,6,0,0,5,-86.1118009,32.8224147
0,0,10,0,0,0,-85.8711729,32.4341515
0,0,23,0,0,7,-87.0654001,31.2283931
0,0,0,0,0,33,-86.270046,31.4086552
0,0,6,0,0,192,-85.4115544,31.0322875
0,0,3,0,0,28,-88.3523559,30.9422777
0,0,21,0,0,37,-87.7299991,30.3038647
0,0,40,0,0,36,-87.3837235,34.7961251
0,0,0,0,0,11,-86.9887629,34.9292307
0,0,78,0,0,152,-86.0671689,34.9895137
0,0,9,0,0,2,-87.2543912,34.6030578
0,0,28,0,0,17,-86.4734413,34.2126918
0,0,6,0,0,84,-85.9323092,34.3086241
0,0,41,0,0,84,-85.7466579,33.6296357
0,0,24,0,0,78,-87.8350582,31.0706664
0,0,46,0,0,24,-88.1123348,30.248466
0,0,17,0,0,127,-87.5183917,30.2816323
0,0,10,0,0,12,-87.6024375,30.370222
0,0,37,0,0,2,-86.3312989,33.2905307
0,0,26,0,0,55,-85.450491,33.9413322
0,0,13,0,0,24,-86.1117753,32.822371
0,0,276,0,0,1,-88.0675579,34.2884067
0,0,74,0,0,103,-86.6604516,34.8223669
0,0,12,0,0,15,-85.8594579,34.7575557
0,0,15,0,0,9,-88.1671198,33.6853138
0,0,14,0,0,11,-87.1378259,33.8168747
0,0,33,0,0,27,-86.3813006,33.8564625
0,0,31,0,0,30,-86.1573541,33.3180161
0,0,110,0,0,44,-85.464604,33.1844368
0,0,2,0,0,25,-87.3792753,32.1930088
0,0,17,0,0,80,-86.5697685,32.4860839
0,0,2,0,0,32,-85.2532189,32.5033347
0,0,15,0,0,14,-88.2207774,31.1365731
0,0,0,0,0,72,-87.6361759,31.7459607
0,0,0,0,0,104,-86.1853409,31.9052647
0,0,12,0,0,38,-85.2558091,31.7296264
0,0,6,0,0,16,-88.3854517,30.4866365
0,0,16,0,0,9,-87.6374375,30.803493
0,0,15,0,0,1,-87.1416542,33.8163386
0,0,5,0,0,32,-86.4676524,34.4761164
0,0,2,0,0,13,-86.2041575,33.5919601
0,0,9,0,0,5,-87.2422029,32.6683647
0,0,94,0,0,7,-87.723299,31.3769106
0,0,1,0,0,1,-87.969378,30.688444
0,0,3,0,0,0,-87.15,34.95
0,0,1,0,0,0,-88.089857,34.664049
0,0,0,0,0,3,-141.2785932,64.552796
0,0,0,0,0,12,-144.0890949,65.7907167
0,0,40,0,0,42,-146.727508,65.2698047
0,0,0,0,0,0,-146.0769649,64.2556227
0,0,3,0,0,4,-148.417832,65.5631957
0,0,0,0,0,0,-143.1732939,62.5131787
0,0,11,0,0,0,-143.8893879,62.7247807
0,0,0,0,0,8,-143.9862892,63.6152141
0,0,5,0,0,3,-144.828553,62.4798162
0,0,0,0,0,0,-141.8052529,63.0127307
0,0,0,0,0,0,-146.0607299,63.0531897
0,0,0,0,0,2,-147.944427,63.2771884
0,0,0,0,0,22,-148.86,63.3793062
0,0,0,0,0,0,-150.0484937,63.5152626
0,0,1,0,0,3,-149.434341,60.1279267
0,0,4,0,0,1,-149.842561,61.4001137
0,0,9,0,0,1,-150.274628,60.4588347
0,0,2,0,0,0,-151.3333333,59.5666667
0,0,0,0,0,7,-134.6277769,58.2513877
0,0,9,0,0,10,-134.7660128,58.4423687
0,0,4,0,0,0,-133.0848056,55.5557449
0,0,1,0,0,0,-131.5213101,55.3269454
0,0,2,0,0,0,-135.5684509,59.3363717
0,0,2,0,0,3,-132.75,55.6333333
0,0,1,0,0,0,-151.2763427,60.2959485
0,0,1,0,0,0,-148.752472,61.7327327
0,0,4,0,0,0,-150.1403586,61.6593477
0,0,0,0,0,0,-152.6228043,57.8166195
0,0,3,0,0,62,-146.250915,64.9459157
0,0,39,0,0,199,-146.9948586,64.5464143
0,0,0,0,0,78,-147.541411,64.8922107
0,0,0,0,0,241,-145.870208,60.4971524
0,0,44,0,0,82,-145.9169019,61.0587623
0,0,350,0,0,113,-144.9583298,61.7342231
0,0,2,0,0,89,-147.1759823,61.937256
0,0,18,0,0,31,-145.3725998,62.3624206
0,0,47,0,0,6,-145.1834259,61.6605217
0,0,102,0,0,315,-155.7906521,58.5472473
0,0,50,0,0,230,-157,64.5
0,0,0,0,0,311,-176.63582,51.8267727
0,0,9,0,0,273,-141.4111936,64.1668176
0,0,2,0,0,304,-145.3989869,62.0285997
0,0,2,0,0,157,-150.121842,62.7457057
0,0,53,0,0,41,-149.2910681,63.7379551
0,0,84,0,0,223,-149.370988,60.5022017
0,0,34,0,0,130,-149.442293,61.5848177
0,0,38,0,0,282,-150.7868883,60.5957398
0,0,17,0,0,263,-151.7956533,59.7967661
0,0,0,0,0,107,-132.9127349,56.8076137
0,0,65,0,0,1,-135.1551062,57.0173668
0,0,59,0,0,14,-132.6257,55.688234
0,0,38,0,0,38,-132.3749999,56.4698397
0,0,2,0,0,59,-139.5646039,59.4439512
0,0,0,0,0,81,-152.45,57.5333333
0,0,0,0,0,303,-146.0599662,65.0544087
0,0,0,0,0,205,-158.5270562,59.0346173
0,0,12,0,0,0,-162.8976207,55.269419
0,0,1,0,0,0,-156.4585984,58.6704647
0,0,0,0,0,0,-146.515638,62.2317426
0,0,20,0,0,7,-150.262923,62.3970477
0,0,11,0,0,155,-149.5527653,60.7796745
0,0,0,0,0,14,-149.830079,61.6306207
0,0,0,0,0,451,-151.371947,60.3668387
0,0,93,0,0,250,-151.486467,59.4466527
0,0,21,0,0,0,-132.7658694,56.7395445
0,0,26,0,0,35,-132.54334,55.844263
0,0,0,0,0,1,-132.3798899,56.4599307
0,0,0,0,0,74,-152.6177,57.8128265
0,0,137,0,0,89,-157.0287273,64.7706568
0,0,58,0,0,31,-150.2366378,62.3172987
0,0,4,0,0,13,-150.5656383,60.5259627
0,0,15,0,0,2,-151.560698,59.6464107
0,0,22,0,0,32,-139.0217497,59.4178465
0,0,12,0,0,104,-149.71492,67.6695397
0,0,90,0,0,111,-149.842437,61.4001417
0,0,74,0,0,109,-165.3122783,64.4875219
0,0,7,0,0,25,-150.6324337,66.4417734
0,0,14,0,0,55,-150.29011,67.0166107
0,0,0,0,0,71,-164.4368625,64.5451414
0,0,117,0,0,22,-145.7282965,64.0157146
0,0,31,0,0,10,-159.809447,64.0145247
0,0,26,0,0,2,-149.3473217,68.4265923
0,0,1,0,0,26,-148.8351789,68.8572136
0,0,6,0,0,33,-158.0780083,63.5963002
0,0,2,0,0,81,-135.0455629,57.9218687
0,0,48,0,0,0,-133.0775149,56.2075277
0,0,0,0,0,1,-146.0316309,63.0461337
0,0,5,0,0,36,-152.9504467,66.3335727
0,0,0,0,0,199,-155.5890429,62.9510075
0,0,180,0,0,9,-151.942126,66.5800037
0,0,336,0,0,128,-149.350356,61.5640897
0,0,7,0,0,8,-150.6131749,65.0076556
0,0,0,0,0,2,-148.65472,65.4883997
0,0,39,0,0,5,-142.3235417,63.6093407
0,0,2,0,0,2,-157.8441809,63.583047
0,0,17,0,0,5,-165.9993285,64.7776327
0,0,1,0,0,64,-155.523896,64.4609377
0,0,0,0,0,2,-165.3015102,64.61589
0,0,28,0,0,2,-135.3507079,59.5294227
0,0,8,0,0,0,-163.1690916,62.0526113
0,0,9,0,0,0,-166.0880717,64.8314753
0,0,37,0,0,1,-147.942277,64.9122387
0,0,35,0,0,1,-132.7665559,56.3501108
0,0,0,0,0,1,-144.7314019,66.6919918
0,0,12,0,0,15,-145.7381802,63.856257
0,0,2,0,0,2,-149.7786148,61.2964911
0,0,0,0,0,0,-160.6919837,62.9209173
0,0,0,0,0,3,-159.6936457,59.531682
0,0,0,0,0,1,-135.0598309,57.8376397
0,0,0,0,0,0,-161.6032109,60.8732615
0,0,1,0,0,12,-161.6098199,60.6947613
0,0,14,0,0,0,-163.3028181,67.8544008
0,0,15,0,0,0,-130.0162113,55.9156605
0,0,1,0,0,4,-155.6186013,62.9117822
0,0,0,0,0,11,-160.6818422,59.8562241
0,0,0,0,0,7,-162.563881,66.9018584
0,0,0,0,0,11,-152.1177445,66.2372145
0,0,6,0,0,27,-161.028716,59.3271587
0,0,5,0,0,31,-158.274781,67.1032427
0,0,0,0,0,191,-147.6666667,61.9166667
0,0,14,0,0,436,-149.68837,60.3856237
0,0,10,0,0,56,-149,61
0,0,3,0,0,461,-139.0259182,59.4192119
0,0,29,0,0,173,-135.3478099,57.1269767
0,0,5,0,0,103,-132,56
0,0,14,0,0,23,-139,59
0,0,2,0,0,177,-149.544356,61.2560417
0,0,2,0,0,138,-145.3482303,60.4652137
0,0,18,0,0,207,-146.358644,61.1264627
0,0,1,0,0,0,-158.621354,59.2727127
0,0,5,0,0,616,-159.1257,66.5989357
0,0,6,0,0,32,-159.029436,66.5554507
0,0,26,0,0,91,-156.966,64.7399997
0,0,75,0,0,869,-162.553573,66.8910427
0,0,1,0,0,310,-162.742293,55.1689487
0,0,22,0,0,210,-156.459427,58.6712837
0,0,1,0,0,32,-145.4974345,63.0291587
0,0,0,0,0,31,-143.0712119,62.4422837
0,0,0,0,0,333,-144.4072212,61.5260959
0,0,0,0,0,17,-142.9452499,61.4337187
0,0,0,0,0,3,-131.8566825,56.6468465
0,0,1,0,0,299,-134.2423435,56.7078365
0,0,4,0,0,922,-111.4102,49.87324
0,0,0,0,0,440,-113.56982,49.81509
0,0,0,0,0,613,-114.58692,49.6325
0,0,4,0,0,179,-112.02041,50.30279
0,0,0,0,0,86,-114.42456,50.48053
0,0,1,0,0,42,-110.7956,51.00887
0,0,0,0,0,205,-112.64694,51.77818
0,0,44,0,0,15,-113.77234,51.21261
0,0,18,0,0,17,-115.09111,51.09521
0,0,41,0,0,57,-116.22023,51.46021
0,0,160,0,0,102,-111.07638,52.20111
0,0,33,0,0,212,-112.33861,52.17208
0,0,123,0,0,429,-113.22753,52.20126
0,0,26,0,0,39,-116.00016,52.49814
0,0,36,0,0,15,-116.39168,52.25872
0,0,65,0,0,205,-117.63709,52.73141
0,0,19,0,0,208,-110.86644,53.49666
0,0,39,0,0,275,-111.52556,53.71555
0,0,31,0,0,636,-112.78208,53.33769
0,0,45,0,0,477,-113.88548,53.68701
0,0,15,0,0,1,-114.22008,53.16381
0,0,27,0,0,89,-115.26551,53.80272
0,0,105,0,0,0,-116.40425,53.59917
0,0,107,0,0,121,-117.71063,53.3741
0,0,190,0,0,8,-118.48345,53.81254
0,0,258,0,0,75,-110.8863,54.0577
0,0,164,0,0,48,-111.2782,54.26763
0,0,4,0,0,501,-112.97986,54.49999
0,0,6,0,0,312,-113.15816,54.83513
0,0,11,0,0,13,-114.71491,54.12038
0,0,30,0,0,0,-115.53764,54.76026
0,0,23,0,0,0,-116.21592,54.13311
0,0,85,0,0,42,-117.24782,54.76609
0,0,16,0,0,0,-118.22621,54.75011
0,0,150,0,0,342,-119.19583,54.93788
0,0,40,0,0,35,-110.90708,55.55421
0,0,105,0,0,15,-111.73195,55.00613
0,0,57,0,0,5,-112.45371,55.38705
0,0,471,0,0,78,-113.44,55.486
0,0,144,0,0,0,-114.91416,55.49903
0,0,97,0,0,5,-115.38534,55.25797
0,0,0,0,0,1,-116.78184,55.5528
0,0,1,0,0,0,-117.82555,55.78143
0,0,6,0,0,8,-118.45722,55.84027
0,0,15,0,0,0,-119.21774,55.1415
0,0,23,0,0,0,-111.67212,56.23349
0,0,20,0,0,0,-115.36416,56.28424
0,0,43,0,0,7,-117.00335,56.3628
0,0,12,0,0,0,-117.82119,56.27611
0,0,7,0,0,36,-118.73912,56.50842
0,0,24,0,0,2,-119.8199,56.19496
0,0,9,0,0,1,-117.61089,57.06812
0,0,77,0,0,0,-111.83849,59.98857
0,0,57,0,0,0,-112.48716,59.31102
0,0,0,0,0,45,-111.61484,59.86175
0,0,1,0,0,2,-115.07526,50.98545
0,0,2,0,0,0,-111.69789,49.58229
0,0,1,0,0,2,-113.09867,49.90214
0,0,20,0,0,0,-114.04528,49.0201
0,0,133,0,0,59,-111.11275,50.92139
0,0,122,0,0,1,-112.02041,50.30279
0,0,15,0,0,10,-113.82728,50.42635
0,0,18,0,0,0,-114.09345,50.54263
0,0,2,0,0,0,-110.38028,51.44533
0,0,17,0,0,0,-111.20079,51.57551
0,0,20,0,0,0,-113.89621,51.56148
0,0,121,0,0,1,-114.21268,51.54794
0,0,14,0,0,0,-115.40694,51.66166
0,0,27,0,0,2,-110.58437,52.93074
0,0,4,0,0,0,-111.89042,52.90149
0,0,5,0,0,1,-111.99628,52.63801
0,0,1,0,0,1,-113.98702,52.61069
0,0,51,0,0,0,-114.40959,52.5814
0,0,2,0,0,0,-115.96781,52.20935
0,0,1,0,0,25,-117.51832,52.48771
0,0,1,0,0,41,-110.54172,53.29003
0,0,18,0,0,259,-111.76012,53.10329
0,0,0,0,0,1,-112.14825,53.10505
0,0,0,0,0,185,-113.1229,53.11978
0,0,1,0,0,69,-114.78685,53.54122
0,0,6,0,0,3,-115.61189,53.77362
0,0,4,0,0,3,-110.30494,54.18052
0,0,0,0,0,1,-111.97184,54.75735
0,0,19,0,0,4,-112.8288,54.43414
0,0,5,0,0,4,-113.91555,54.05083
0,0,84,0,0,0,-115.78253,54.74231
0,0,15,0,0,58,-117.03659,54.36335
0,0,0,0,0,1,-111.10694,55.66923
0,0,0,0,0,4,-113.69851,55.90366
0,0,0,0,0,0,-116.61371,55.59954
0,0,0,0,0,1,-117.357,55.08341
0,0,63,0,0,7,-118.38853,55.69463
0,0,90,0,0,2,-119.66554,55.31601
0,0,6,0,0,140,-110.85584,56.1651
0,0,4,0,0,0,-117.45825,56.74097
0,0,11,0,0,0,-118.07956,56.24743
0,0,0,0,0,1,-119.0307,56.36365
0,0,0,0,0,0,-115.13917,50.6917
0,0,0,0,0,17,-111.79937,49.34847
0,0,71,0,0,46,-112.65106,49.38423
0,0,2,0,0,72,-114.48967,49.63589
0,0,0,0,0,265,-111.98355,50.15235
0,0,0,0,0,1,-113.39021,50.48464
0,0,1,0,0,2,-114.2469,50.51364
0,0,39,0,0,0,-110.19278,51.35788
0,0,6,0,0,0,-111.51697,51.76553
0,0,35,0,0,1,-112.33055,51.18333
0,0,1,0,0,0,-114.7631,51.21046
0,0,1,0,0,1,-110.19538,52.28851
0,0,0,0,0,1,-111.10859,52.66775
0,0,4,0,0,29,-112.85969,52.52175
0,0,0,0,0,0,-113.93962,52.55125
0,0,4,0,0,1,-114.19363,52.65721
0,0,0,0,0,6,-115.52037,52.79593
0,0,13,0,0,0,-110.15187,53.26353
0,0,0,0,0,1,-111.24257,53.77624
0,0,2,0,0,0,-112.70335,53.93434
0,0,10,0,0,0,-113.85339,53.3377
0,0,1,0,0,0,-114.78773,53.48311
0,0,12,0,0,0,-115.71055,53.72457
0,0,0,0,0,8,-110.35393,54.3556
0,0,15,0,0,0,-111.37939,54.4716
0,0,10,0,0,0,-112.22591,54.23924
0,0,2,0,0,2,-113.32135,54.03624
0,0,0,0,0,0,-114.0776,54.47181
0,0,6,0,0,0,-115.11754,54.03515
0,0,0,0,0,0,-115.25994,54.999
0,0,0,0,0,0,-116.4117,55.43233
0,0,16,0,0,0,-117.17992,55.43279
0,0,6,0,0,1,-118.35911,55.34589
0,0,0,0,0,1,-111.51741,49.75642
0,0,0,0,0,0,-112.42692,49.46501
